Pincode,MMI State,latitude,longitude
173233,Himachal Pradesh,30.9201,76.9133
173225,Himachal Pradesh,31.0324,76.8819
174103,Himachal Pradesh,30.902,76.8596
174101,Himachal Pradesh,31.0852,76.7052
173217,Himachal Pradesh,30.9352,77.1973
173215,Himachal Pradesh,30.9809,77.139
173234,Himachal Pradesh,31.0051,77.0779
173222,Himachal Pradesh,31.0444,77.035
173206,Himachal Pradesh,31.0136,76.9974
173201,Himachal Pradesh,30.8892,76.9521
173209,Himachal Pradesh,30.9165,77.0075
173220,Himachal Pradesh,30.8274,77.016
173204,Himachal Pradesh,30.9106,76.9748
173229,Himachal Pradesh,30.8166,77.1301
173202,Himachal Pradesh,30.8951,76.9932
173236,Himachal Pradesh,30.9871,76.9278
173218,Himachal Pradesh,31.0778,76.8962
173230,Himachal Pradesh,31.2241,76.9871
173212,Himachal Pradesh,30.8843,77.127
173213,Himachal Pradesh,30.9426,77.0865
173210,Himachal Pradesh,30.8765,77.0657
173211,Himachal Pradesh,30.9492,77.0423
173214,Himachal Pradesh,30.9242,77.1334
173223,Himachal Pradesh,30.9336,77.3554
177203,Himachal Pradesh,31.6834,76.1036
177211,Himachal Pradesh,31.649,76.1605
177109,Himachal Pradesh,31.7664,76.1389
177206,Himachal Pradesh,31.6045,76.0874
177210,Himachal Pradesh,31.7167,76.1939
174316,Himachal Pradesh,31.5835,76.1687
174302,Himachal Pradesh,31.5606,76.2043
177202,Himachal Pradesh,31.7096,76.1345
177219,Himachal Pradesh,31.7177,76.0382
177039,Himachal Pradesh,31.6874,76.2459
177205,Himachal Pradesh,31.6674,76.0321
174307,Himachal Pradesh,31.6365,76.3251
174308,Himachal Pradesh,31.5249,76.4164
174320,Himachal Pradesh,31.6446,76.2748
177031,Himachal Pradesh,31.4453,76.4045
174321,Himachal Pradesh,31.5355,76.3413
177110,Himachal Pradesh,31.8217,76.061
176601,Himachal Pradesh,31.3377,76.2209
174503,Himachal Pradesh,31.3711,76.1833
177220,Himachal Pradesh,31.4157,76.2249
177208,Himachal Pradesh,31.5585,76.1258
177201,Himachal Pradesh,31.6457,76.0554
177212,Himachal Pradesh,31.7095,76.01
177204,Himachal Pradesh,31.7738,76.0028
177213,Himachal Pradesh,31.7417,76.0625
174319,Himachal Pradesh,31.8167,75.9756
177209,Himachal Pradesh,31.4512,76.1945
174507,Himachal Pradesh,31.3495,76.2636
174301,Himachal Pradesh,31.353,76.291
177207,Himachal Pradesh,31.5121,76.1543
174317,Himachal Pradesh,31.4764,76.1695
174303,Himachal Pradesh,31.4918,76.2662
174314,Himachal Pradesh,31.6132,76.2349
174306,Himachal Pradesh,31.448,76.3254
174315,Himachal Pradesh,31.4141,76.3428
192125,Jammu & Kashmir,33.887,75.1271
192201,Jammu & Kashmir,33.8622,75.2472
192210,Jammu & Kashmir,33.8405,75.1191
192101,Jammu & Kashmir,33.8089,75.0712
192124,Jammu & Kashmir,33.9283,75.0355
192231,Jammu & Kashmir,33.7646,74.9803
192126,Jammu & Kashmir,34.2337,75.2161
192401,Jammu & Kashmir,33.9873,75.1133
192221,Jammu & Kashmir,33.6997,75.1157
192212,Jammu & Kashmir,33.6049,75.2382
192211,Jammu & Kashmir,33.7506,75.1465
192202,Jammu & Kashmir,33.714,75.3146
192129,Jammu & Kashmir,33.9753,75.2235
192230,Jammu & Kashmir,34.1822,75.4696
193502,Jammu & Kashmir,34.5467,74.6819
193503,Jammu & Kashmir,34.6038,74.9204
193501,Jammu & Kashmir,34.3663,74.5898
193505,Jammu & Kashmir,34.5187,74.5188
193101,Jammu & Kashmir,34.2451,74.389
193301,Jammu & Kashmir,34.3498,74.3902
193103,Jammu & Kashmir,34.29,74.4781
193201,Jammu & Kashmir,34.4311,74.4863
193122,Jammu & Kashmir,34.1985,74.2603
193123,Jammu & Kashmir,34.1587,74.0678
193303,Jammu & Kashmir,34.3833,74.3428
193404,Jammu & Kashmir,34.0901,74.4787
193401,Jammu & Kashmir,34.2046,74.5254
193121,Jammu & Kashmir,34.2567,74.5897
193108,Jammu & Kashmir,34.1569,74.4609
193402,Jammu & Kashmir,34.1947,74.4729
193202,Jammu & Kashmir,34.3407,74.5118
193403,Jammu & Kashmir,34.1204,74.399
193411,Jammu & Kashmir,34.0257,74.5502
191111,Jammu & Kashmir,34.086,74.667
190015,Jammu & Kashmir,34.0428,74.8331
191101,Jammu & Kashmir,34.1828,74.8629
190019,Jammu & Kashmir,34.0121,74.8205
190018,Jammu & Kashmir,34.0822,74.7694
190007,Jammu & Kashmir,33.9969,74.782
191113,Jammu & Kashmir,33.9276,74.6497
191112,Jammu & Kashmir,33.9369,74.7147
182143,Jammu & Kashmir,33.2838,75.3432
182201,Jammu & Kashmir,33.1749,75.5805
182222,Jammu & Kashmir,33.0217,75.725
182221,Jammu & Kashmir,33.0848,75.5921
182202,Jammu & Kashmir,33.2942,75.558
182147,Jammu & Kashmir,33.408,75.4461
182203,Jammu & Kashmir,33.0773,75.9639
182148,Jammu & Kashmir,33.3239,75.2377
191201,Jammu & Kashmir,34.3284,74.772
190006,Jammu & Kashmir,34.1256,74.8482
193504,Jammu & Kashmir,34.397,74.6323
191131,Jammu & Kashmir,34.3584,74.6933
191202,Jammu & Kashmir,34.3696,74.9131
191203,Jammu & Kashmir,34.4054,75.1547
181201,Jammu & Kashmir,32.9947,74.7199
181207,Jammu & Kashmir,32.7855,74.5861
181202,Jammu & Kashmir,32.8782,74.6384
185154,Jammu & Kashmir,33.0124,74.6283
181131,Jammu & Kashmir,32.5105,74.8256
181132,Jammu & Kashmir,32.6041,74.8898
180017,Jammu & Kashmir,32.797,75.0092
180019,Jammu & Kashmir,32.7412,74.9245
181152,Jammu & Kashmir,32.7148,74.9248
181122,Jammu & Kashmir,32.8879,74.7934
181206,Jammu & Kashmir,32.7939,74.743
181221,Jammu & Kashmir,32.9418,74.8847
180010,Jammu & Kashmir,32.6602,74.8894
181224,Jammu & Kashmir,32.873,75.0605
181123,Jammu & Kashmir,32.5299,75.1059
181101,Jammu & Kashmir,32.6227,74.8195
180003,Jammu & Kashmir,32.6938,74.7645
180002,Jammu & Kashmir,32.7367,74.7364
181203,Jammu & Kashmir,32.9451,74.4837
181204,Jammu & Kashmir,32.8724,74.482
181102,Jammu & Kashmir,32.5886,74.7164
180009,Jammu & Kashmir,32.656,74.7984
181111,Jammu & Kashmir,32.5559,74.7948
184206,Jammu & Kashmir,32.8177,75.7745
184202,Jammu & Kashmir,32.5548,75.6388
184204,Jammu & Kashmir,32.7347,75.6056
184201,Jammu & Kashmir,32.6088,75.803
184210,Jammu & Kashmir,32.7086,75.4414
184203,Jammu & Kashmir,32.6303,75.5347
184144,Jammu & Kashmir,32.5216,75.3457
184142,Jammu & Kashmir,32.4564,75.2403
184148,Jammu & Kashmir,32.3976,75.3352
184141,Jammu & Kashmir,32.5496,75.2484
184151,Jammu & Kashmir,32.3607,75.4387
184143,Jammu & Kashmir,32.5113,75.4606
184104,Jammu & Kashmir,32.384,75.5122
184152,Jammu & Kashmir,32.4429,75.6627
184102,Jammu & Kashmir,32.4431,75.5728
184101,Jammu & Kashmir,32.3979,75.573
184205,Jammu & Kashmir,32.6735,75.3773
182204,Jammu & Kashmir,33.3485,76.1547
182205,Jammu & Kashmir,33.7694,75.7601
182206,Jammu & Kashmir,33.2963,75.7488
192233,Jammu & Kashmir,33.6821,74.7811
192232,Jammu & Kashmir,33.8513,74.9853
193222,Jammu & Kashmir,34.6907,74.3332
193221,Jammu & Kashmir,34.5023,74.3292
193302,Jammu & Kashmir,34.4343,74.3183
193225,Jammu & Kashmir,34.4203,73.9369
193224,Jammu & Kashmir,34.5521,74.123
193223,Jammu & Kashmir,34.6534,74.457
185211,Jammu & Kashmir,33.6407,74.15
185101,Jammu & Kashmir,33.8127,74.201
185102,Jammu & Kashmir,33.9382,74.3733
185121,Jammu & Kashmir,33.7329,74.433
192123,Jammu & Kashmir,34.1237,75.0578
191103,Jammu & Kashmir,34.1452,74.9551
192122,Jammu & Kashmir,34.0239,74.9743
192301,Jammu & Kashmir,33.9885,74.8738
192121,Jammu & Kashmir,34.0612,74.8965
192304,Jammu & Kashmir,33.9516,74.9378
191102,Jammu & Kashmir,34.0332,74.9561
192306,Jammu & Kashmir,33.8026,74.8646
192305,Jammu & Kashmir,33.9375,74.96
185201,Jammu & Kashmir,33.2266,74.5692
185156,Jammu & Kashmir,33.0612,74.4697
185151,Jammu & Kashmir,33.2128,74.2987
185135,Jammu & Kashmir,33.5788,74.4947
185133,Jammu & Kashmir,33.4736,74.3949
185132,Jammu & Kashmir,33.4561,74.5092
185233,Jammu & Kashmir,33.3834,74.6536
185234,Jammu & Kashmir,33.3936,74.341
185152,Jammu & Kashmir,33.1177,74.4278
185202,Jammu & Kashmir,33.2857,74.46
185155,Jammu & Kashmir,33.2323,74.1686
185131,Jammu & Kashmir,33.4707,74.3097
185153,Jammu & Kashmir,33.0867,74.5939
185203,Jammu & Kashmir,33.1576,74.7129
185212,Jammu & Kashmir,33.587,74.4128
182146,Jammu & Kashmir,33.5604,75.1146
182145,Jammu & Kashmir,33.4649,75.2602
182144,Jammu & Kashmir,33.39,75.1474
182313,Jammu & Kashmir,33.3127,74.9421
182311,Jammu & Kashmir,33.1372,74.9433
182312,Jammu & Kashmir,33.1913,74.8464
182315,Jammu & Kashmir,33.4831,74.8463
182301,Jammu & Kashmir,33.0384,74.9498
182320,Jammu & Kashmir,32.9567,74.9778
181145,Jammu & Kashmir,32.7161,75.0332
181133,Jammu & Kashmir,32.6448,74.9622
184121,Jammu & Kashmir,32.664,75.162
184145,Jammu & Kashmir,32.4506,75.1668
181141,Jammu & Kashmir,32.4943,74.9553
184120,Jammu & Kashmir,32.5515,74.9909
181143,Jammu & Kashmir,32.6261,75.0389
192303,Jammu & Kashmir,33.8486,74.8266
192302,Jammu & Kashmir,33.8804,74.7293
190014,Jammu & Kashmir,34.0397,74.78
190017,Jammu & Kashmir,34.109,74.7632
191121,Jammu & Kashmir,34.1008,74.8956
190010,Jammu & Kashmir,34.0847,74.7917
182128,Jammu & Kashmir,32.9181,75.5415
182141,Jammu & Kashmir,33.068,75.3214
182161,Jammu & Kashmir,33.0294,75.3991
182142,Jammu & Kashmir,33.1293,75.2961
182127,Jammu & Kashmir,32.746,75.2623
182122,Jammu & Kashmir,32.8792,75.3514
182126,Jammu & Kashmir,32.8703,75.2103
182125,Jammu & Kashmir,33.1523,75.1537
182124,Jammu & Kashmir,32.9541,75.2579
182101,Jammu & Kashmir,32.9979,75.1669
182104,Jammu & Kashmir,32.9242,75.1367
182121,Jammu & Kashmir,32.989,75.0565
829144,Jharkhand,23.8171,86.0381
829104,Jharkhand,23.7687,85.978
829107,Jharkhand,23.8395,85.9343
825102,Jharkhand,23.681,86.0263
829111,Jharkhand,23.7467,85.866
829127,Jharkhand,23.777,85.9371
828303,Jharkhand,23.645,86.3989
828134,Jharkhand,23.5571,86.3184
827013,Jharkhand,23.5597,86.2101
828121,Jharkhand,23.7919,86.3346
828311,Jharkhand,23.6842,86.3735
829132,Jharkhand,23.7478,86.0634
828403,Jharkhand,23.7724,86.1428
828123,Jharkhand,23.6614,86.4747
828404,Jharkhand,23.7409,86.1707
828307,Jharkhand,23.806,86.1885
827014,Jharkhand,23.6733,86.0591
827001,Jharkhand,23.6424,86.1457
827010,Jharkhand,23.6461,86.0994
827009,Jharkhand,23.6955,86.1584
827015,Jharkhand,23.6443,86.1876
827012,Jharkhand,23.6583,86.1077
829149,Jharkhand,23.706,85.7732
829116,Jharkhand,23.7275,85.9126
825315,Jharkhand,23.8536,85.7374
829112,Jharkhand,23.6724,85.7158
825312,Jharkhand,23.9543,85.7948
829137,Jharkhand,23.6702,85.6122
825101,Jharkhand,23.5328,85.6166
829128,Jharkhand,23.7958,85.8371
829129,Jharkhand,23.7685,85.7742
829301,Jharkhand,23.5957,86.0337
827302,Jharkhand,23.5384,85.9275
829115,Jharkhand,23.6263,85.9368
829121,Jharkhand,23.6471,85.8805
829114,Jharkhand,23.7316,85.9976
829123,Jharkhand,23.7011,85.8943
829113,Jharkhand,23.7157,85.9549
825401,Jharkhand,24.2511,84.9417
825408,Jharkhand,24.2187,85.1491
825403,Jharkhand,24.3809,84.8042
825404,Jharkhand,24.2532,84.6213
825103,Jharkhand,24.052,84.882
829201,Jharkhand,23.7136,85.1309
825321,Jharkhand,23.8544,85.0246
829209,Jharkhand,23.6841,85.0541
814150,Jharkhand,24.3478,86.8263
814116,Jharkhand,24.479,86.6715
814152,Jharkhand,24.4368,86.5653
814142,Jharkhand,24.5412,86.623
814114,Jharkhand,24.3798,86.6629
814143,Jharkhand,24.4417,86.7407
814112,Jharkhand,24.475,86.6969
814157,Jharkhand,24.5156,86.8195
814113,Jharkhand,24.5513,86.734
815353,Jharkhand,24.238,86.6397
815357,Jharkhand,24.1345,86.786
814149,Jharkhand,24.2685,86.8979
815352,Jharkhand,24.02,86.6203
814120,Jharkhand,24.4389,86.9175
814115,Jharkhand,24.498,86.7046
814146,Jharkhand,24.1887,87.0214
828306,Jharkhand,23.8382,86.2243
828114,Jharkhand,23.8505,86.2758
828304,Jharkhand,23.7823,86.2978
828125,Jharkhand,23.8082,86.2643
828308,Jharkhand,23.6736,86.2584
828128,Jharkhand,23.7963,86.2559
828113,Jharkhand,23.8214,86.3197
826006,Jharkhand,23.8877,86.364
828305,Jharkhand,23.7489,86.2572
828101,Jharkhand,23.7872,86.3556
828109,Jharkhand,23.918,86.499
828105,Jharkhand,23.8276,86.3959
828201,Jharkhand,23.7265,86.5569
828111,Jharkhand,23.7597,86.4477
828124,Jharkhand,23.6715,86.5003
828117,Jharkhand,23.7473,86.379
828129,Jharkhand,23.7366,86.3501
826005,Jharkhand,23.8186,86.4732
826001,Jharkhand,23.8016,86.4269
828116,Jharkhand,23.7803,86.3863
828104,Jharkhand,23.8132,86.3793
828202,Jharkhand,23.7608,86.7722
828204,Jharkhand,23.7184,86.7075
828205,Jharkhand,23.83,86.692
828207,Jharkhand,23.7776,86.8132
828203,Jharkhand,23.7686,86.7942
826009,Jharkhand,23.8189,86.5764
828309,Jharkhand,23.7423,86.4076
828131,Jharkhand,23.727,86.4238
828301,Jharkhand,23.7161,86.389
828302,Jharkhand,23.6832,86.3983
828133,Jharkhand,23.6955,86.4402
828126,Jharkhand,23.662,86.4308
828135,Jharkhand,23.659,86.452
828107,Jharkhand,23.6449,86.4899
828132,Jharkhand,23.6806,86.429
828112,Jharkhand,23.7104,86.3991
828120,Jharkhand,23.6464,86.4693
828115,Jharkhand,23.7188,86.4822
828122,Jharkhand,23.6761,86.4885
828206,Jharkhand,23.6921,86.7472
828102,Jharkhand,23.8648,86.7146
828142,Jharkhand,23.9923,86.4656
828402,Jharkhand,23.8979,86.2479
828401,Jharkhand,23.878,86.172
814119,Jharkhand,24.2596,87.3151
814158,Jharkhand,24.4155,87.2927
814144,Jharkhand,24.0896,87.3071
814110,Jharkhand,24.2581,87.2477
814101,Jharkhand,24.2278,87.1953
814103,Jharkhand,24.3878,87.4823
816117,Jharkhand,24.327,87.6741
814111,Jharkhand,24.5493,87.5879
814141,Jharkhand,24.402,87.0258
814167,Jharkhand,24.1532,87.1575
814145,Jharkhand,24.4975,87.144
814118,Jharkhand,24.3732,87.0883
814151,Jharkhand,24.5603,87.008
814166,Jharkhand,24.0428,87.0107
814102,Jharkhand,24.5308,87.2501
814153,Jharkhand,24.6321,87.2487
814148,Jharkhand,24.0688,87.4407
816118,Jharkhand,24.2045,87.4107
816103,Jharkhand,24.1911,87.5637
814124,Jharkhand,24.2391,87.41
832101,Jharkhand,22.2889,86.7519
832112,Jharkhand,22.9449,86.2944
832105,Jharkhand,22.8979,86.3903
832302,Jharkhand,22.4406,86.5843
832301,Jharkhand,22.4557,86.7306
832303,Jharkhand,22.6347,86.5351
832104,Jharkhand,22.4684,86.4045
832304,Jharkhand,22.7202,86.417
832103,Jharkhand,22.6122,86.4444
831012,Jharkhand,22.7972,86.2997
832107,Jharkhand,22.6938,86.2087
831008,Jharkhand,22.7745,86.26
831016,Jharkhand,22.7469,86.243
831015,Jharkhand,22.742,86.2592
832110,Jharkhand,22.8407,86.1861
831004,Jharkhand,22.7568,86.2515
831007,Jharkhand,22.7693,86.2175
831002,Jharkhand,22.5836,86.1675
831019,Jharkhand,22.7871,86.2569
832106,Jharkhand,22.6311,86.3866
832102,Jharkhand,22.6348,86.311
832111,Jharkhand,22.7021,86.2576
822134,Jharkhand,24.3282,83.7376
822120,Jharkhand,24.447,83.7762
822125,Jharkhand,23.8042,83.8248
822111,Jharkhand,23.7763,84.1587
822110,Jharkhand,23.986,83.9827
822112,Jharkhand,24.4432,83.5617
822121,Jharkhand,24.266,83.472
822129,Jharkhand,24.3593,83.5996
822128,Jharkhand,24.1745,83.5248
822114,Jharkhand,24.0954,83.7231
822133,Jharkhand,24.1654,83.6571
822124,Jharkhand,24.2192,84.0028
825322,Jharkhand,24.0699,85.8525
815312,Jharkhand,24.2616,86.4189
825324,Jharkhand,24.2612,85.9913
815316,Jharkhand,24.2331,86.2108
815314,Jharkhand,24.4974,86.1888
825412,Jharkhand,24.4325,86.0023
825106,Jharkhand,24.004,86.0062
825167,Jharkhand,23.9454,86.0784
825108,Jharkhand,24.0295,86.2221
825329,Jharkhand,23.9556,86.1727
815313,Jharkhand,24.6314,85.9067
815302,Jharkhand,24.0682,86.4176
815311,Jharkhand,24.1362,86.2595
815301,Jharkhand,24.1584,86.3494
815318,Jharkhand,24.3182,86.1622
815315,Jharkhand,24.3723,86.2336
825320,Jharkhand,24.1381,85.9988
815317,Jharkhand,24.6279,86.0542
814155,Jharkhand,24.9948,87.2029
814133,Jharkhand,24.8326,87.2079
814147,Jharkhand,24.9248,87.382
814165,Jharkhand,25.0473,87.4156
813208,Jharkhand,25.1679,87.5163
814160,Jharkhand,25.1633,87.3649
814154,Jharkhand,25.0368,87.2826
816102,Jharkhand,24.8913,87.6061
814156,Jharkhand,24.7324,87.3846
835206,Jharkhand,23.131,84.3157
835230,Jharkhand,23.1944,84.1381
835232,Jharkhand,22.894,84.399
835229,Jharkhand,22.8999,84.761
835211,Jharkhand,22.5814,84.7402
835203,Jharkhand,23.2381,84.8273
835224,Jharkhand,23.1733,84.7116
835218,Jharkhand,23.3654,84.2874
835231,Jharkhand,23.4263,84.3971
835233,Jharkhand,23.135,84.4872
835208,Jharkhand,23.2325,84.5422
835207,Jharkhand,23.0089,84.5909
835220,Jharkhand,22.8383,84.5918
835227,Jharkhand,22.8654,85.0052
835234,Jharkhand,23.0643,84.9464
835201,Jharkhand,22.652,84.9443
825405,Jharkhand,24.2545,85.4992
825311,Jharkhand,23.8311,85.259
829125,Jharkhand,23.6851,85.3289
825323,Jharkhand,24.1818,85.6883
825406,Jharkhand,24.4228,85.327
825301,Jharkhand,24.0219,85.3904
825326,Jharkhand,23.8146,85.5628
825336,Jharkhand,23.8462,85.5119
829108,Jharkhand,23.677,85.3762
829109,Jharkhand,23.6905,85.4039
825330,Jharkhand,23.7417,85.4389
829124,Jharkhand,23.7002,85.3821
829101,Jharkhand,23.669,85.457
825313,Jharkhand,24.0081,85.5986
825402,Jharkhand,24.107,85.4529
825317,Jharkhand,24.0097,85.4765
825303,Jharkhand,23.9667,85.4678
825302,Jharkhand,23.92,85.441
825319,Jharkhand,24.075,85.2655
825411,Jharkhand,24.1948,85.3691
825335,Jharkhand,24.0253,85.3504
815351,Jharkhand,23.9827,86.7905
815359,Jharkhand,23.9392,87.2004
815355,Jharkhand,23.9007,87.052
815354,Jharkhand,23.8696,86.8447
815552,Jharkhand,24.0609,86.762
835216,Jharkhand,22.8693,85.343
835225,Jharkhand,23.0192,85.7097
835210,Jharkhand,23.0625,85.314
834004,Jharkhand,23.3129,85.2714
835209,Jharkhand,23.1538,85.0885
835221,Jharkhand,23.2152,85.2663
825409,Jharkhand,24.4243,85.5191
825421,Jharkhand,24.3877,85.5607
825413,Jharkhand,24.3007,85.5672
825407,Jharkhand,24.5338,85.7468
825418,Jharkhand,24.4184,85.751
825132,Jharkhand,24.7154,85.7827
825410,Jharkhand,24.4866,85.6113
825318,Jharkhand,24.3768,85.8518
825109,Jharkhand,24.2956,85.7386
825137,Jharkhand,24.4267,85.5624
829202,Jharkhand,23.8711,84.7484
829203,Jharkhand,23.664,84.7637
829206,Jharkhand,23.7835,84.5146
829204,Jharkhand,23.5995,84.2027
829207,Jharkhand,23.6791,84.4368
822127,Jharkhand,23.7328,84.0037
829208,Jharkhand,23.666,84.9545
822119,Jharkhand,23.4228,84.1371
822126,Jharkhand,23.8759,84.3308
835325,Jharkhand,23.4213,84.8307
835302,Jharkhand,23.4707,84.5926
835306,Jharkhand,23.3743,84.7584
835213,Jharkhand,23.5331,84.76
835214,Jharkhand,23.5533,85.0561
835305,Jharkhand,23.5167,84.6553
835239,Jharkhand,23.4802,84.9201
835304,Jharkhand,23.3529,84.6334
816104,Jharkhand,24.6948,87.632
816107,Jharkhand,24.6446,87.8457
816106,Jharkhand,24.4664,87.7371
816105,Jharkhand,24.7633,87.8214
822132,Jharkhand,24.3259,83.9203
822101,Jharkhand,24.0579,84.0861
822113,Jharkhand,24.39,84.2072
822116,Jharkhand,24.5122,84.0226
822115,Jharkhand,24.4754,83.906
822131,Jharkhand,24.5407,84.2854
824119,Jharkhand,24.5581,84.2877
822117,Jharkhand,24.5373,83.9932
822123,Jharkhand,24.1834,84.1801
822122,Jharkhand,24.1153,84.4284
822118,Jharkhand,24.0738,84.2487
822102,Jharkhand,23.9955,84.1323
829150,Jharkhand,23.5284,85.6958
829110,Jharkhand,23.4924,85.7909
825414,Jharkhand,24.4545,84.8197
829117,Jharkhand,23.6354,85.5964
829134,Jharkhand,23.7062,85.6437
829145,Jharkhand,23.7273,85.6221
825314,Jharkhand,23.7811,85.5925
825316,Jharkhand,23.7315,85.5361
825325,Jharkhand,23.8385,85.6451
829105,Jharkhand,23.6232,85.3842
829103,Jharkhand,23.6236,85.4234
829119,Jharkhand,23.5017,84.0587
829143,Jharkhand,23.5823,85.4044
829118,Jharkhand,23.6393,85.2663
829126,Jharkhand,23.6764,85.348
829102,Jharkhand,23.6209,85.4726
829135,Jharkhand,23.6566,85.3629
829106,Jharkhand,23.6286,85.3319
835219,Jharkhand,23.5054,85.4642
829122,Jharkhand,23.5844,85.5288
835236,Jharkhand,23.4825,85.6128
835103,Jharkhand,23.3649,85.5776
835102,Jharkhand,23.2718,85.7607
835204,Jharkhand,23.1589,85.5796
835215,Jharkhand,23.4196,85.4282
835202,Jharkhand,23.2575,84.9457
835301,Jharkhand,23.372,84.9845
835205,Jharkhand,23.45,85.115
829205,Jharkhand,23.6185,84.9775
835303,Jharkhand,23.2931,85.148
834001,Jharkhand,23.3684,85.3443
834006,Jharkhand,23.4778,85.2902
835240,Jharkhand,23.4263,85.3338
834005,Jharkhand,23.3745,85.2704
835222,Jharkhand,23.4585,85.1915
835217,Jharkhand,23.4291,85.3964
834009,Jharkhand,23.3932,85.3576
834008,Jharkhand,23.4007,85.3283
834002,Jharkhand,23.3325,85.3221
829210,Jharkhand,23.6745,85.0163
835244,Jharkhand,23.1292,84.8808
834010,Jharkhand,23.2435,85.4173
834003,Jharkhand,23.2882,85.3119
835238,Jharkhand,23.4567,85.4334
835101,Jharkhand,23.3566,85.8448
816120,Jharkhand,25.0226,87.5934
816101,Jharkhand,24.8768,87.8258
816110,Jharkhand,24.8109,87.6963
816109,Jharkhand,25.2107,87.6287
816116,Jharkhand,24.991,87.7089
816129,Jharkhand,25.1348,87.7226
816115,Jharkhand,25.2337,87.7225
816108,Jharkhand,25.0604,87.7995
832401,Jharkhand,22.8992,86.0501
831013,Jharkhand,22.7912,86.1477
833220,Jharkhand,22.7574,85.9696
832108,Jharkhand,22.83,86.1145
832402,Jharkhand,22.848,86.0267
833210,Jharkhand,22.7562,86.0544
833219,Jharkhand,22.6862,85.9277
831014,Jharkhand,22.7743,86.1453
831020,Jharkhand,22.8895,86.1029
832404,Jharkhand,22.9644,85.932
833204,Jharkhand,22.486,85.8535
832113,Jharkhand,22.6605,86.0409
832403,Jharkhand,23.1032,85.9366
833101,Jharkhand,22.7628,85.7621
833216,Jharkhand,22.8558,85.7234
833102,Jharkhand,22.7046,85.5813
832119,Jharkhand,22.6455,85.8825
835226,Jharkhand,22.4532,84.4111
835223,Jharkhand,22.6291,84.3519
835212,Jharkhand,22.5397,84.1224
835228,Jharkhand,22.7246,84.4742
835235,Jharkhand,22.5272,84.3493
833104,Jharkhand,22.4467,85.1751
833103,Jharkhand,22.4694,85.3644
833105,Jharkhand,22.6447,85.3241
833201,Jharkhand,22.5325,85.7931
833202,Jharkhand,22.4943,85.8263
833215,Jharkhand,22.4134,85.6164
833214,Jharkhand,22.1298,85.8376
833218,Jharkhand,22.2726,85.5323
833203,Jharkhand,22.2438,85.684
833106,Jharkhand,22.2153,85.2137
833217,Jharkhand,22.1478,85.521
833223,Jharkhand,22.0877,85.2458
833221,Jharkhand,22.1899,85.4225
833222,Jharkhand,22.0978,85.281
587201,Karnataka,15.9361,75.6704
587206,Karnataka,16.0548,75.5033
587155,Karnataka,15.8989,75.5136
587114,Karnataka,15.8589,75.7728
587204,Karnataka,16.1894,75.5156
587205,Karnataka,16.0762,75.669
587203,Karnataka,16.0259,75.8094
587111,Karnataka,16.2206,75.7674
587207,Karnataka,16.2801,75.9434
587103,Karnataka,16.1757,75.6623
587115,Karnataka,16.2026,75.923
587102,Karnataka,16.2309,75.6673
587104,Karnataka,16.1656,75.6142
587120,Karnataka,16.1226,75.8939
587101,Karnataka,16.179,75.6982
587121,Karnataka,16.3878,75.3924
587116,Karnataka,16.3242,75.6211
587117,Karnataka,16.4164,75.481
587301,Karnataka,16.5425,75.385
587202,Karnataka,15.9409,75.9204
587118,Karnataka,16.0958,76.0753
587124,Karnataka,16.0261,75.9168
587125,Karnataka,16.0907,76.2151
587112,Karnataka,16.1224,75.9968
587154,Karnataka,15.9757,76.1818
587330,Karnataka,16.6896,75.3753
587331,Karnataka,16.5591,75.1882
587119,Karnataka,16.549,75.2498
587312,Karnataka,16.3706,75.1341
587313,Karnataka,16.3106,75.2925
587122,Karnataka,16.1899,75.3566
587113,Karnataka,16.3777,75.2222
587311,Karnataka,16.4595,75.1601
587315,Karnataka,16.4917,75.0521
587316,Karnataka,16.3599,75.0536
583102,Karnataka,15.0838,76.9494
583104,Karnataka,15.1428,76.8903
583103,Karnataka,15.1992,76.9783
583101,Karnataka,15.1378,76.9412
583117,Karnataka,15.2724,77.0622
583115,Karnataka,15.1472,76.7431
583116,Karnataka,15.3332,76.8814
583111,Karnataka,15.1511,77.0888
583132,Karnataka,15.4002,76.6225
583113,Karnataka,15.377,76.7365
583129,Karnataka,15.3117,76.6536
583120,Karnataka,15.4446,76.8152
583152,Karnataka,15.2235,76.7138
583128,Karnataka,14.9281,76.5311
583124,Karnataka,15.0112,76.457
583275,Karnataka,15.2312,76.8962
583119,Karnataka,15.1381,76.5225
583112,Karnataka,14.9982,76.6151
583118,Karnataka,15.0728,76.6255
583123,Karnataka,15.2239,76.6513
583114,Karnataka,15.7364,77.0261
583121,Karnataka,15.6247,76.9544
583122,Karnataka,15.5266,76.8912
583154,Karnataka,15.4209,76.9559
591304,Karnataka,16.7051,75.0668
591248,Karnataka,16.772,75.2184
591212,Karnataka,16.8767,75.0673
591232,Karnataka,16.8114,74.9695
591230,Karnataka,16.6914,75.1948
591240,Karnataka,16.5944,75.0991
591265,Karnataka,16.8282,75.3166
591220,Karnataka,16.545,74.9684
591303,Karnataka,16.6847,74.9165
591173,Karnataka,16.7059,75.2365
591102,Karnataka,15.8265,74.8268
591104,Karnataka,15.6959,74.9251
591109,Karnataka,15.7555,74.6296
